event_type,timestamp,callback_index,outdoor_temp_c,zone_temp_c,primary_zone,electricity_demand_w,interval_kwh,cumulative_kwh,action_json,reasoning,zone_temp_Core_ZN,zone_temp_Perimeter_ZN_1,zone_temp_Perimeter_ZN_2,zone_temp_Perimeter_ZN_3,zone_temp_Perimeter_ZN_4
sensor,1979-06-15 00:10,0,25.0,25.712432372155213,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,6.730769230769232e-13,,,25.712432372155213,26.255791780903365,26.665052913144425,26.242750200419913,26.888660385388032
sensor,1979-06-15 00:20,1,25.0,25.705341606147428,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.3461538461538463e-12,,,25.705341606147428,26.24253461303384,26.64971344549669,26.23060255808016,26.873970645674987
sensor,1979-06-15 00:30,2,25.0,25.698993889291664,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.0192307692307696e-12,,,25.698993889291664,26.23010366348704,26.634996111061028,26.219132363285826,26.859734894555263
sensor,1979-06-15 00:40,3,25.0,25.692983302879313,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.6923076923076926e-12,,,25.692983302879313,26.21808076876533,26.620571343946203,26.207970100173057,26.845632428377893
sensor,1979-06-15 00:50,4,25.0,25.687125345738107,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,3.3653846153846157e-12,,,25.687125345738107,26.206290236383822,26.60630889657083,26.19696177150672,26.831545424842552
sensor,1979-06-15 00:60,5,25.0,25.68143984701473,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,4.038461538461539e-12,,,25.68143984701473,26.194811330814478,26.592345267057432,26.18619264502705,26.81762214994061
sensor,1979-06-15 01:10,6,24.81666666666667,25.66745608969174,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,4.711538461538462e-12,,,25.66745608969174,26.173642300790302,26.568507508929166,26.166444219258167,26.793627707364276
sensor,1979-06-15 01:20,7,24.633333333333333,25.649723593363504,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,5.384615384615385e-12,,,25.649723593363504,26.14860136681953,26.541125562551784,26.143153785116798,26.76592258316562
sensor,1979-06-15 01:30,8,24.45,25.630045825412527,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,6.057692307692308e-12,,,25.630045825412527,26.121574101989093,26.51188685209595,26.118043767974775,26.73618820743347
sensor,1979-06-15 01:40,9,24.266666666666666,25.609186561272285,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,6.730769230769231e-12,,,25.609186561272285,26.09319749736268,26.481269936498254,26.091700980972135,26.704837269596442
sensor,1979-06-15 01:50,10,24.083333333333336,25.587476426746104,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,7.403846153846154e-12,,,25.587476426746104,26.063719188816723,26.44939135391171,26.064357094386537,26.671877461024028
sensor,1979-06-15 01:60,11,23.9,25.56506171864897,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,8.076923076923078e-12,,,25.56506171864897,26.0332358849544,26.416047054516735,26.036110496567055,26.63825905487213
sensor,1979-06-15 02:10,12,23.8,25.545754537386767,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,8.750000000000002e-12,,,25.545754537386767,26.005651958980835,26.38610502536499,26.010769036288345,26.60822064744162
sensor,1979-06-15 02:20,13,23.7,25.527515382510504,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,9.423076923076926e-12,,,25.527515382510504,25.978822011594268,26.35743956111969,25.98620462943824,26.57914692635457
sensor,1979-06-15 02:30,14,23.6,25.50957976613202,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.009615384615385e-11,,,25.50957976613202,25.951998601597893,26.32917759620684,25.961721757072603,26.550258416145848
sensor,1979-06-15 02:40,15,23.5,25.49162542575398,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.0769230769230774e-11,,,25.49162542575398,25.924738966518536,26.300992531387976,25.937051576355167,26.521300075532572
sensor,1979-06-15 02:50,16,23.4,25.473514854230544,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.1442307692307698e-11,,,25.473514854230544,25.897284643857745,26.272753555681994,25.912066114933324,26.492184159927422
sensor,1979-06-15 02:60,17,23.3,25.455187496816492,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.2115384615384621e-11,,,25.455187496816492,25.869856108729817,26.244403796755982,25.886663676224043,26.462879009814603
sensor,1979-06-15 03:10,18,23.21666666666667,25.437361442825097,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.2788461538461545e-11,,,25.437361442825097,25.843323489261316,26.216784104389976,25.861514079238724,26.43424673158901
sensor,1979-06-15 03:20,19,23.133333333333333,25.419620114545044,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.3461538461538469e-11,,,25.419620114545044,25.81711381696949,26.189319530534167,25.83663620845932,26.405704144701403
sensor,1979-06-15 03:30,20,23.05,25.40180011035631,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.4134615384615393e-11,,,25.40180011035631,25.7910000101852,26.161840615656782,25.811915440572182,26.37709698491667
sensor,1979-06-15 03:40,21,22.96666666666667,25.38382897871604,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.4807692307692315e-11,,,25.38382897871604,25.764881765656305,26.134286147636857,25.787250508714813,26.348375303906487
sensor,1979-06-15 03:50,22,22.883333333333333,25.365673047659058,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.5480769230769237e-11,,,25.365673047659058,25.738710744069202,26.10663056287768,25.762577101256884,26.319521246533373
sensor,1979-06-15 03:60,23,22.8,25.34731521808358,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.615384615384616e-11,,,25.34731521808358,25.71246149357062,26.07886132940096,25.737855546264278,26.290528041562794
decision,1979-06-15 03:60,23,22.8,25.34731521808358,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.615384615384616e-11,"{""cooling"": {""Core_ZN"": 27.0, ""Perimeter_ZN_1"": 27.0, ""Perimeter_ZN_2"": 27.0, ""Perimeter_ZN_3"": 27.0, ""Perimeter_ZN_4"": 26.5}, ""heating"": {""Core_ZN"": 21.0, ""Perimeter_ZN_1"": 21.0, ""Perimeter_ZN_2"": 21.0, ""Perimeter_ZN_3"": 21.0, ""Perimeter_ZN_4"": 21.0}}",Heuristic fallback (rate-limit): Night setback cooling=27.0°C multi-zone x5,25.34731521808358,25.71246149357062,26.07886132940096,25.737855546264278,26.290528041562794
sensor,1979-06-15 04:10,24,22.7,25.327989249027766,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.6826923076923082e-11,,,25.327989249027766,25.685896570792174,26.05051226377745,25.71265847321571,26.26102538376389
sensor,1979-06-15 04:20,25,22.6,25.30929977534833,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.7500000000000004e-11,,,25.30929977534833,25.659137317632453,26.021879705960096,25.687209747543797,26.231256225489147
sensor,1979-06-15 04:30,26,22.5,25.289813245254404,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.8173076923076926e-11,,,25.289813245254404,25.6418890623074,26.028015711975527,25.683436073475594,26.21006817971606
sensor,1979-06-15 04:40,27,22.4,25.27085236473807,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.884615384615385e-11,,,25.27085236473807,25.627140292510322,26.07509586816966,25.70141524255969,26.190688552927345
sensor,1979-06-15 04:50,28,22.3,25.253807925347296,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,1.951923076923077e-11,,,25.253807925347296,25.616484201388843,26.152388162816468,25.736240962199393,26.174833615281045
sensor,1979-06-15 04:60,29,22.2,25.239405709348112,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.0192307692307693e-11,,,25.239405709348112,25.609045619283112,26.237365873150846,25.769427595683347,26.160781768127478
sensor,1979-06-15 05:10,30,22.3,25.23690219998423,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.0865384615384615e-11,,,25.23690219998423,25.61529012885624,26.339073300714112,25.809339714799542,26.159462501646175
sensor,1979-06-15 05:20,31,22.4,25.239722426495867,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.1538461538461538e-11,,,25.239722426495867,25.630646368457356,26.48816183691609,25.86009953130564,26.164849994574464
sensor,1979-06-15 05:35,32,22.5,25.245506131063774,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.221153846153846e-11,,,25.245506131063774,25.64635418687263,26.615271988552443,25.898926351546248,26.171639112623577
sensor,1979-06-15 05:45,33,22.6,25.254908089489298,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.2884615384615382e-11,,,25.254908089489298,25.668405613884758,26.783815828679593,25.944591584467123,26.181146122884968
sensor,1979-06-15 05:55,34,22.7,25.266038105848548,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.3557692307692304e-11,,,25.266038105848548,25.692970877578635,26.958122477805396,25.98603188557516,26.191622759807192
sensor,1979-06-15 05:65,35,22.8,25.27817746384496,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.4230769230769227e-11,,,25.27817746384496,25.719801879399913,27.136442973968705,26.021649871477962,26.203004830463755
sensor,1979-06-15 06:15,36,23.066666666666666,25.296805766242557,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.490384615384615e-11,,,25.296805766242557,25.75537391033636,27.327692956332363,26.051324235632837,26.222104359773553
sensor,1979-06-15 06:25,37,23.333333333333336,25.319630643899224,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,2.557692307692307e-11,,,25.319630643899224,25.797796976612148,27.52541676935691,26.073590206366593,26.24625084116962
sensor,1979-06-15 06:33,38,23.6,25.341941033140152,Core_ZN,606.678360279626,0.10111306004660432,0.10111306007218125,,,25.341941033140152,25.841427924070704,27.030128394538536,26.087996881500914,26.271164294054376
sensor,1979-06-15 06:43,39,23.866666666666667,25.365772227267684,Core_ZN,627.6578284155371,0.10460963806925618,0.20572269814143743,,,25.365772227267684,25.88991212479625,27.002981394456125,26.09773045255698,26.299644288394482
sensor,1979-06-15 06:53,40,24.133333333333333,25.388128193311285,Core_ZN,644.1908116317411,0.10736513527195685,0.3130878334133943,,,25.388128193311285,25.9402328975311,27.000256491945034,26.106302806066957,26.331929812795476
sensor,1979-06-15 06:63,41,24.4,25.409034786039992,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,0.3130878334140674,,,25.409034786039992,25.989566525934713,27.63544268371767,26.117082526367188,26.365648616435358
sensor,1979-06-15 07:13,42,24.599999999999998,25.427651322003005,Core_ZN,655.4106904639779,0.10923511507732964,0.422322948491397,,,25.427651322003005,26.03517384873085,27.02884907971727,26.132360245840943,26.397509741819945
sensor,1979-06-15 07:23,43,24.800000000000004,25.445538572291138,Core_ZN,693.0230806084973,0.11550384676808287,0.5378267952594799,,,25.445538572291138,26.078774747957645,27.002755050449537,26.152752168464797,26.42765885852829
sensor,1979-06-15 07:33,44,25.0,25.462497026998292,Core_ZN,702.3289029758507,0.11705481716264178,0.6548816124221216,,,25.462497026998292,26.119618332268594,27.000084485897755,26.175624021692684,26.456395981925233
sensor,1979-06-15 07:43,45,25.200000000000003,25.479662562852837,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,0.6548816124227947,,,25.479662562852837,26.160301237215535,27.781860798710326,26.20089919629767,26.486373735057448
sensor,1979-06-15 07:53,46,25.400000000000002,25.496810540661155,Core_ZN,687.0389716678781,0.11450649527797968,0.7693881077007745,,,25.496810540661155,26.19949464461381,27.01844146932852,26.227427352740502,26.516471896378384
sensor,1979-06-15 07:62,47,25.6,25.514301941975408,Core_ZN,741.9344556008879,0.12365574260014797,0.8930438503009225,,,25.514301941975408,26.23782584728593,27.000973536628592,26.25533082085007,26.546860020514004
