event_type,timestamp,callback_index,outdoor_temp_c,zone_temp_c,primary_zone,electricity_demand_w,interval_kwh,cumulative_kwh,action_json,reasoning,zone_temp_Core_ZN,zone_temp_Perimeter_ZN_1,zone_temp_Perimeter_ZN_2,zone_temp_Perimeter_ZN_3,zone_temp_Perimeter_ZN_4
sensor,1979-06-24 17:23,1399,20.400000000000002,23.999923601049105,Core_ZN,3344.3640609833074,0.5573940101638846,563.4362208783076,,,23.999923601049105,24.000087404968223,23.999992986010835,24.00008628051432,24.000131644533408
sensor,1979-06-24 17:33,1400,20.3,23.999930927939715,Core_ZN,3310.2190934470264,0.551703182241171,563.9879240605488,,,23.999930927939715,24.00003670591072,23.999964498438136,24.00003324349831,24.00004733671093
sensor,1979-06-24 17:43,1401,20.2,24.000035233385987,Core_ZN,3276.115827423013,0.5460193045705022,564.5339433651193,,,24.000035233385987,24.000029998302637,23.999975291883338,24.000026132813144,24.000042477762857
sensor,1979-06-24 17:53,1402,20.1,24.000056816361816,Core_ZN,3242.2224594194813,0.5403704099032469,565.0743137750226,,,24.000056816361816,24.00001580379437,23.999976824163884,24.000009079397525,24.0000158563118
sensor,1979-06-24 17:63,1403,20.0,24.00004395035908,Core_ZN,3207.3221550068333,0.5345536925011388,565.6088674675237,,,24.00004395035908,24.00000244517129,23.999977721425026,23.999992171991828,23.999989788793524
sensor,1979-06-24 18:13,1404,19.71666666666667,24.000027066740632,Core_ZN,3151.199361596161,0.5251998935993601,566.1340673611231,,,24.000027066740632,23.99998825697886,23.99997748206557,23.99997345256433,23.999961764390726
sensor,1979-06-24 18:23,1405,19.433333333333337,24.000012095444934,Core_ZN,3095.7038541395286,0.515950642356588,566.6500180034798,,,24.000012095444934,23.999975525957705,23.999977539450484,23.99995703113519,23.999944388860115
sensor,1979-06-24 18:33,1406,19.15,23.99999651625209,Core_ZN,3042.5969843679504,0.5070994973946583,567.1571175008744,,,23.99999651625209,23.99996883332978,23.999977739053275,23.99995131229356,23.99993940629451
sensor,1979-06-24 18:43,1407,18.866666666666667,23.99998168657818,Core_ZN,2985.9596528641187,0.49765994214401976,567.6547774430184,,,23.99998168657818,23.99996845696004,23.99997810923458,23.999950848581978,23.99993943844336
sensor,1979-06-24 18:53,1408,18.583333333333336,23.999968017929667,Core_ZN,2927.4408089624308,0.48790680149373844,568.1426842445121,,,23.999968017929667,23.99996964427715,23.999978657248995,23.999951410169214,23.999941183421267
sensor,1979-06-24 18:63,1409,18.3,23.999955668671817,Core_ZN,2863.4493410424525,0.47724155684040875,568.6199258013526,,,23.999955668671817,23.99997143493472,23.999979489688208,23.99995325387958,23.99994492305528
sensor,1979-06-24 19:13,1410,17.75,23.99995853661507,Core_ZN,2735.1918058812303,0.455865300980205,569.0757911023328,,,23.99995853661507,23.99997905633014,23.999984470181026,23.999963224325146,23.999956041888847
sensor,1979-06-24 19:23,1411,17.200000000000003,23.99995977896679,Core_ZN,2635.3205501959587,0.4392200916993264,569.5150111940321,,,23.99995977896679,23.999983141830363,23.999986758272694,23.99997029321731,23.999963334586475
sensor,1979-06-24 19:33,1412,16.65,23.999962334574622,Core_ZN,2522.4009383449215,0.42040015639082023,569.9354113504229,,,23.999962334574622,23.99998733129684,23.99998901140524,23.999979966143215,23.999972118522734
sensor,1979-06-24 19:43,1413,16.1,23.999964978845906,Core_ZN,2437.479034487846,0.40624650574797433,570.3416578561709,,,23.999964978845906,24.007748211226783,23.999990876619943,23.9999847182345,23.999976827191873
sensor,1979-06-24 19:53,1414,15.549999999999999,23.99996737585388,Core_ZN,2383.851232672556,0.39730853877875927,570.7389663949497,,,23.99996737585388,23.965973460263168,23.999992547491445,24.004697357757596,23.999980257028543
